id,gender,jobTitle,edu,perfEval,seniority,basePay,bonus
2527,Male,IT,PhD,4,4,254575.56,25457.556
2528,Male,Manager,PhD,4,3,265994.48,26599.448
6012,Female,Data Scientist,PhD,2,1,171953.34,14616.0339
2530,Male,Marketing Associate,High School,3,1,132839.1,13283.91
2531,Male,Software Engineer,PhD,2,5,224644,22464.4
2532,Male,Sales Associate,High School,1,1,143930.05,14393.005
2533,Male,IT,Masters,5,3,225082.05,22508.205
6017,Female,Data Scientist,PhD,2,3,193850.02,16477.2517
2535,Male,Marketing Associate,High School,3,2,136708.2,13670.82
2536,Male,Driver,High School,3,2,143927.86,14392.786
2537,Male,Warehouse Associate,High School,2,2,139473.36,13947.336
2538,Male,Manager,PhD,2,3,222860.24,22286.024
2539,Male,Manager,PhD,2,4,237238.32,23723.832
6021,Female,Data Scientist,PhD,4,3,226695.04,19269.0784
6022,Female,Data Scientist,PhD,4,3,226695.04,19269.0784
2542,Male,Financial Analyst,Masters,4,4,216361.2,21636.12
2543,Male,IT,College,4,3,192483.96,19248.396
2544,Male,Graphic Designer,High School,5,1,142287.6,14228.76
2545,Male,Software Engineer,PhD,5,1,192552,19255.2
2546,Male,Sales Associate,College,2,3,159605.6,15960.56
2547,Male,Marketing Associate,High School,1,1,130259.7,13025.97
2548,Male,Manager,Masters,2,3,212076.68,21207.668
2549,Male,Financial Analyst,Masters,4,3,198818.4,19881.84
2550,Male,Manager,PhD,1,1,186915.04,18691.504
2551,Male,Software Engineer,Masters,3,2,189342.8,18934.28
2552,Male,Software Engineer,PhD,5,4,288828,28882.8
2553,Male,Software Engineer,PhD,2,1,173296.8,17329.68
2554,Male,Sales Associate,High School,1,2,145355.1,14535.51
2555,Male,Manager,Masters,2,2,201293.12,20129.312
2556,Male,IT,College,1,3,164542.74,16454.274
2557,Male,IT,Masters,1,3,169199.61,16919.961
2558,Male,Warehouse Associate,High School,4,1,139473.36,13947.336
2559,Male,Software Engineer,PhD,5,5,320920,32092
2560,Male,IT,Masters,5,4,248366.4,24836.64
2561,Male,Manager,College,5,3,233643.8,23364.38
2562,Male,Sales Associate,High School,4,2,153905.4,15390.54
2563,Male,IT,PhD,1,5,186274.8,18627.48
2564,Male,Marketing Associate,College,1,3,136708.2,13670.82
2565,Male,Financial Analyst,Masters,2,3,172504.2,17250.42
2566,Male,Driver,High School,4,1,141212.24,14121.224
2567,Male,Manager,PhD,1,5,215671.2,21567.12
2568,Male,Manager,Masters,2,1,190509.56,19050.956
2569,Male,IT,PhD,4,5,279412.2,27941.22
2570,Male,Marketing Associate,High School,2,1,131549.4,13154.94
2571,Male,Graphic Designer,High School,1,1,136867.12,13686.712
2572,Male,IT,PhD,4,2,204902.28,20490.228
2573,Male,Software Engineer,Masters,1,5,184529,18452.9
6033,Female,Data Scientist,PhD,3,3,210272.53,17873.16505
2575,Male,Warehouse Associate,High School,2,2,139473.36,13947.336
6042,Female,Data Scientist,PhD,4,2,204798.36,17407.8606
2577,Male,Sales Associate,High School,1,2,145355.1,14535.51
2578,Male,Software Engineer,College,5,2,192552,19255.2
2579,Male,Warehouse Associate,High School,1,2,136791.18,13679.118
2580,Male,Marketing Associate,College,5,3,167661,16766.1
2581,Male,Software Engineer,College,4,1,173296.8,17329.68
2582,Male,Marketing Associate,College,5,1,141867,14186.7
6049,Female,Data Scientist,PhD,1,2,171953.34,14616.0339
2584,Male,Software Engineer,Masters,2,5,208598,20859.8
2585,Male,Sales Associate,High School,4,2,153905.4,15390.54
2586,Male,Warehouse Associate,High School,3,1,138132.27,13813.227
2587,Male,Sales Associate,High School,2,1,145355.1,14535.51
2588,Male,Financial Analyst,Masters,2,2,163732.8,16373.28
2589,Male,Financial Analyst,Masters,4,2,181275.6,18127.56
6050,Female,Data Scientist,PhD,1,3,177427.51,15081.33835
2591,Male,Driver,High School,1,1,137138.81,13713.881
2592,Male,IT,PhD,2,3,192483.96,19248.396
2593,Male,IT,Masters,4,2,192483.96,19248.396
2594,Male,Software Engineer,Masters,2,4,198970.4,19897.04
2595,Male,Sales Associate,College,4,1,153905.4,15390.54
2596,Male,Sales Associate,College,4,3,176706.2,17670.62
2597,Male,IT,Masters,3,5,225082.05,22508.205
2598,Male,Sales Associate,High School,1,1,143930.05,14393.005
2599,Male,Driver,High School,4,1,141212.24,14121.224
2600,Male,Sales Associate,High School,5,1,149630.25,14963.025
2601,Male,Software Engineer,PhD,4,2,211807.2,21180.72
2602,Male,IT,PhD,4,2,204902.28,20490.228
2603,Male,Software Engineer,PhD,4,2,211807.2,21180.72
2604,Male,Financial Analyst,College,2,3,163732.8,16373.28
2605,Male,Financial Analyst,College,1,2,152037.6,15203.76
2606,Male,Manager,College,3,3,212076.68,21207.668
2607,Male,Driver,High School,2,2,141212.24,14121.224
2608,Male,Financial Analyst,Masters,5,1,168118.5,16811.85
2609,Male,Financial Analyst,Masters,2,5,190047,19004.7
2610,Male,Software Engineer,PhD,5,3,256736,25673.6
2611,Male,Warehouse Associate,High School,3,1,138132.27,13813.227
2612,Male,Software Engineer,PhD,4,5,288828,28882.8
2613,Male,IT,Masters,5,4,248366.4,24836.64
2614,Male,Manager,PhD,1,5,215671.2,21567.12
2615,Male,Software Engineer,PhD,4,2,211807.2,21180.72
2616,Male,IT,PhD,3,3,211111.44,21111.144
2617,Male,Financial Analyst,Masters,5,2,190047,19004.7
2618,Male,Sales Associate,High School,3,1,146780.15,14678.015
2619,Male,Software Engineer,Masters,1,4,179715.2,17971.52
2620,Male,Marketing Associate,High School,1,2,131549.4,13154.94
2621,Male,Software Engineer,Masters,3,4,218225.6,21822.56
2622,Male,Graphic Designer,High School,1,2,138222.24,13822.224
2623,Male,Software Engineer,College,2,3,179715.2,17971.52
2624,Male,Software Engineer,PhD,5,5,320920,32092
2625,Male,Warehouse Associate,High School,4,1,139473.36,13947.336
2626,Male,IT,PhD,2,1,167647.32,16764.732
2627,Male,Software Engineer,College,3,3,189342.8,18934.28
6058,Female,Data Scientist,PhD,5,3,243117.55,20664.99175
2629,Male,Financial Analyst,College,5,3,190047,19004.7
2630,Male,Marketing Associate,College,5,3,167661,16766.1
6062,Female,Data Scientist,PhD,1,3,177427.51,15081.33835
2632,Male,Driver,High School,4,1,141212.24,14121.224
6070,Female,Data Scientist,PhD,1,2,171953.34,14616.0339
2634,Male,Graphic Designer,High School,1,2,138222.24,13822.224
2635,Male,Warehouse Associate,High School,2,2,139473.36,13947.336
2636,Male,Software Engineer,PhD,3,4,237480.8,23748.08
2637,Male,Sales Associate,College,2,3,159605.6,15960.56
2638,Male,Driver,High School,4,2,146643.48,14664.348
2639,Male,Software Engineer,College,1,2,166878.4,16687.84
2640,Male,IT,PhD,1,3,173856.48,17385.648
6074,Female,Data Scientist,PhD,1,3,177427.51,15081.33835
2642,Male,Manager,College,5,2,215671.2,21567.12
6083,Female,Data Scientist,PhD,5,3,243117.55,20664.99175
2644,Male,Manager,Masters,2,4,222860.24,22286.024
2645,Male,Warehouse Associate,High School,4,1,139473.36,13947.336
2646,Male,Manager,College,4,3,222860.24,22286.024
2647,Male,Financial Analyst,Masters,4,1,163732.8,16373.28
2648,Male,Software Engineer,PhD,4,4,263154.4,26315.44
2649,Male,Software Engineer,Masters,3,2,189342.8,18934.28
6092,Female,Data Scientist,PhD,1,2,171953.34,14616.0339
2651,Male,Driver,High School,3,2,143927.86,14392.786
6094,Female,Data Scientist,PhD,4,2,204798.36,17407.8606
2653,Male,Warehouse Associate,College,1,2,139473.36,13947.336
2654,Male,Warehouse Associate,College,2,1,139473.36,13947.336
2655,Male,Software Engineer,College,1,3,170087.6,17008.76
2656,Male,Software Engineer,College,5,3,208598,20859.8
2657,Male,IT,PhD,5,2,217320.6,21732.06
2658,Male,Software Engineer,PhD,3,5,256736,25673.6
2659,Male,Graphic Designer,High School,1,2,138222.24,13822.224
2660,Male,Financial Analyst,Masters,4,1,163732.8,16373.28
2661,Male,Marketing Associate,High School,2,1,131549.4,13154.94
2662,Male,Software Engineer,Masters,2,4,198970.4,19897.04
2663,Male,Graphic Designer,College,2,2,146352.96,14635.296
2664,Male,Manager,Masters,1,3,195901.34,19590.134
2665,Male,Manager,College,5,3,233643.8,23364.38
2666,Male,Financial Analyst,Masters,2,3,172504.2,17250.42
2667,Male,Sales Associate,High School,4,1,148205.2,14820.52
2668,Male,Warehouse Associate,High School,4,2,144837.72,14483.772
2669,Male,Manager,College,5,2,215671.2,21567.12
2670,Male,Warehouse Associate,College,4,3,166295.16,16629.516
2671,Male,Software Engineer,PhD,1,2,173296.8,17329.68
2672,Male,Marketing Associate,High School,1,1,130259.7,13025.97
2673,Male,Driver,High School,3,1,139854.43,13985.443
2674,Male,Graphic Designer,High School,2,1,138222.24,13822.224
2675,Male,Software Engineer,PhD,4,4,263154.4,26315.44
2676,Male,Software Engineer,College,5,3,208598,20859.8
2677,Male,Manager,PhD,4,2,237238.32,23723.832
2678,Male,Sales Associate,High School,3,2,151055.3,15105.53
2679,Male,Financial Analyst,Masters,5,3,211975.5,21197.55
2680,Male,Marketing Associate,High School,4,1,134128.8,13412.88
2681,Male,Graphic Designer,High School,1,2,138222.24,13822.224
2682,Male,Manager,Masters,1,2,190509.56,19050.956
2683,Male,IT,College,5,3,201797.7,20179.77
6157,Female,Data Scientist,PhD,2,2,182901.68,15546.6428
6187,Female,Data Scientist,PhD,4,2,204798.36,17407.8606
2686,Male,Financial Analyst,College,4,2,169580.4,16958.04
2687,Male,Manager,PhD,2,3,222860.24,22286.024
2688,Male,Driver,High School,5,1,142570.05,14257.005
2689,Male,Manager,Masters,5,4,287561.6,28756.16
2690,Male,Warehouse Associate,High School,4,1,139473.36,13947.336
2691,Male,Graphic Designer,High School,5,1,142287.6,14228.76
2692,Male,Sales Associate,High School,4,2,153905.4,15390.54
2693,Male,IT,College,5,3,201797.7,20179.77
2694,Male,Manager,Masters,2,2,201293.12,20129.312
6226,Female,Data Scientist,PhD,4,1,182901.68,15546.6428
2696,Male,IT,Masters,1,3,169199.61,16919.961
2697,Male,IT,PhD,5,3,248366.4,24836.64
2698,Male,Sales Associate,High School,2,1,145355.1,14535.51
2699,Male,Warehouse Associate,High School,1,2,136791.18,13679.118
2700,Male,IT,College,1,1,158333.58,15833.358
2701,Male,Financial Analyst,Masters,2,2,163732.8,16373.28
2702,Male,Manager,College,1,3,190509.56,19050.956
2703,Male,Software Engineer,College,5,3,208598,20859.8
2704,Male,Warehouse Associate,College,1,1,136791.18,13679.118
2705,Male,IT,PhD,2,4,204902.28,20490.228
2706,Male,IT,PhD,5,3,248366.4,24836.64
2707,Male,Manager,Masters,2,4,222860.24,22286.024
2708,Male,Sales Associate,College,5,2,171006,17100.6
2709,Male,Sales Associate,College,5,3,185256.5,18525.65
2710,Male,Sales Associate,High School,5,1,149630.25,14963.025
2711,Male,Software Engineer,College,5,1,176506,17650.6
2712,Male,Manager,PhD,3,2,222860.24,22286.024
2713,Male,Driver,High School,2,1,138496.62,13849.662
2714,Male,Graphic Designer,High School,1,2,138222.24,13822.224
6255,Female,Data Scientist,PhD,3,2,193850.02,16477.2517
2716,Male,Manager,College,1,1,183320.52,18332.052
2717,Male,Manager,PhD,2,1,194104.08,19410.408
2718,Male,Graphic Designer,High School,3,1,139577.36,13957.736
2719,Male,Marketing Associate,High School,1,1,130259.7,13025.97
2720,Male,Software Engineer,Masters,5,2,208598,20859.8
6266,Female,Data Scientist,PhD,5,3,243117.55,20664.99175
2722,Male,Driver,High School,3,1,139854.43,13985.443
2723,Male,Sales Associate,College,2,3,159605.6,15960.56
2724,Male,Warehouse Associate,College,3,1,142155.54,14215.554
6289,Female,Data Scientist,PhD,5,3,243117.55,20664.99175
2726,Male,Graphic Designer,High School,3,1,139577.36,13957.736
2727,Male,Graphic Designer,College,1,3,143642.72,14364.272
2728,Male,Financial Analyst,Masters,3,2,172504.2,17250.42
2729,Male,Software Engineer,PhD,2,1,173296.8,17329.68
2730,Male,Manager,College,1,1,183320.52,18332.052
2731,Male,Driver,High School,3,2,143927.86,14392.786
2732,Male,Warehouse Associate,High School,5,1,140814.45,14081.445
6298,Female,Data Scientist,PhD,5,3,243117.55,20664.99175
2734,Male,Manager,PhD,1,2,194104.08,19410.408
6305,Female,Data Scientist,PhD,3,3,210272.53,17873.16505
2736,Male,Sales Associate,College,2,2,153905.4,15390.54
2737,Male,Sales Associate,College,2,3,159605.6,15960.56
6324,Female,Data Scientist,PhD,1,3,177427.51,15081.33835
2739,Male,Manager,Masters,1,5,206684.9,20668.49
2740,Male,IT,College,4,3,192483.96,19248.396
2741,Male,Marketing Associate,High School,3,1,132839.1,13283.91
2742,Male,IT,Masters,4,3,211111.44,21111.144
2743,Male,Graphic Designer,College,4,3,168034.88,16803.488
2744,Male,Financial Analyst,Masters,1,1,150575.7,15057.57
2745,Male,Software Engineer,Masters,1,1,165273.8,16527.38
2746,Male,Sales Associate,High School,3,2,151055.3,15105.53
2747,Male,Driver,High School,5,2,149359.1,14935.91
2748,Male,IT,PhD,5,4,279412.2,27941.22
2749,Male,Software Engineer,Masters,3,5,232667,23266.7
2750,Male,Warehouse Associate,High School,2,2,139473.36,13947.336
2751,Male,Warehouse Associate,High School,4,2,144837.72,14483.772
2752,Male,Manager,College,1,1,183320.52,18332.052
6390,Female,Data Scientist,PhD,2,3,193850.02,16477.2517
2754,Male,IT,PhD,5,4,279412.2,27941.22
2755,Male,Software Engineer,Masters,5,1,184529,18452.9
6402,Female,Data Scientist,PhD,5,1,188375.85,16011.94725
2757,Male,Financial Analyst,Masters,1,4,163732.8,16373.28
2758,Male,IT,Masters,5,4,248366.4,24836.64
2759,Male,IT,Masters,5,1,178513.35,17851.335
6405,Female,Data Scientist,PhD,4,1,182901.68,15546.6428
2761,Male,Marketing Associate,High School,2,2,134128.8,13412.88
2762,Male,Marketing Associate,High School,3,2,136708.2,13670.82
2763,Male,Manager,Masters,2,3,212076.68,21207.668
6418,Female,Data Scientist,PhD,1,3,177427.51,15081.33835
2765,Male,IT,PhD,3,1,173856.48,17385.648
2766,Male,Software Engineer,Masters,2,2,179715.2,17971.52
2767,Male,Manager,PhD,1,2,194104.08,19410.408
2768,Male,Software Engineer,PhD,1,3,179715.2,17971.52
2769,Male,Software Engineer,College,4,2,186133.6,18613.36
6424,Female,Data Scientist,PhD,1,2,171953.34,14616.0339
2771,Male,Manager,PhD,5,5,359452,35945.2
6426,Female,Data Scientist,PhD,1,3,177427.51,15081.33835
2773,Male,Software Engineer,Masters,2,4,198970.4,19897.04
2774,Male,Driver,High School,5,2,149359.1,14935.91
2775,Male,Manager,PhD,3,4,265994.48,26599.448
2776,Male,Graphic Designer,College,3,3,159904.16,15990.416
2777,Male,Warehouse Associate,College,4,3,166295.16,16629.516
2778,Male,Marketing Associate,High School,5,2,141867,14186.7
6430,Female,Data Scientist,PhD,3,1,177427.51,15081.33835
2780,Male,Sales Associate,College,5,3,185256.5,18525.65
2781,Male,Driver,High School,3,1,139854.43,13985.443
2782,Male,Software Engineer,PhD,1,3,179715.2,17971.52
2783,Male,IT,PhD,4,3,229738.92,22973.892
2784,Male,IT,Masters,3,1,169199.61,16919.961
2785,Male,Manager,PhD,5,3,287561.6,28756.16
2786,Male,Manager,College,4,3,222860.24,22286.024
6443,Female,Data Scientist,PhD,3,2,193850.02,16477.2517
2788,Male,Graphic Designer,College,1,3,143642.72,14364.272
2789,Male,Software Engineer,PhD,2,5,224644,22464.4
2790,Male,Marketing Associate,High School,3,2,136708.2,13670.82
6459,Female,Data Scientist,PhD,1,2,171953.34,14616.0339
2792,Male,Sales Associate,High School,2,1,145355.1,14535.51
2793,Male,Manager,PhD,5,3,287561.6,28756.16
6485,Female,Data Scientist,PhD,3,3,210272.53,17873.16505
2795,Male,Financial Analyst,Masters,3,5,211975.5,21197.55
2796,Male,Graphic Designer,High School,5,1,142287.6,14228.76
2797,Male,IT,Masters,4,5,248366.4,24836.64
2798,Male,Sales Associate,College,5,1,156755.5,15675.55
6497,Female,Data Scientist,PhD,1,3,177427.51,15081.33835
6530,Female,Data Scientist,PhD,2,3,193850.02,16477.2517
2801,Male,Warehouse Associate,College,1,3,142155.54,14215.554
2802,Male,Software Engineer,PhD,4,4,263154.4,26315.44
2803,Male,Sales Associate,College,4,1,153905.4,15390.54
6553,Female,Data Scientist,PhD,2,3,193850.02,16477.2517
2805,Male,Warehouse Associate,High School,4,2,144837.72,14483.772
2806,Male,Manager,Masters,2,5,233643.8,23364.38
2807,Male,Manager,College,5,3,233643.8,23364.38
2808,Male,IT,College,4,3,192483.96,19248.396
2809,Male,Software Engineer,PhD,2,5,224644,22464.4
2810,Male,Graphic Designer,High School,1,1,136867.12,13686.712
2811,Male,Sales Associate,High School,1,2,145355.1,14535.51
2812,Male,Manager,Masters,1,1,185117.78,18511.778
2813,Male,Sales Associate,High School,2,2,148205.2,14820.52
2814,Male,Driver,High School,1,2,138496.62,13849.662
2815,Male,Sales Associate,College,3,3,168155.9,16815.59
2816,Male,Manager,Masters,1,3,195901.34,19590.134
2817,Male,Sales Associate,College,5,3,185256.5,18525.65
2818,Male,Financial Analyst,Masters,5,4,233904,23390.4
2819,Male,Sales Associate,College,1,1,145355.1,14535.51
2820,Male,Financial Analyst,Masters,1,1,150575.7,15057.57
2821,Male,Driver,High School,5,2,149359.1,14935.91
2822,Male,Manager,Masters,3,3,228252.02,22825.202
2823,Male,Marketing Associate,College,2,3,144446.4,14444.64
2824,Male,Software Engineer,PhD,3,4,237480.8,23748.08
2825,Male,Marketing Associate,High School,1,2,131549.4,13154.94
2826,Male,Warehouse Associate,High School,5,1,140814.45,14081.445
2827,Male,Marketing Associate,High School,5,1,135418.5,13541.85
2828,Male,Graphic Designer,High School,3,2,143642.72,14364.272
2829,Male,Software Engineer,College,2,3,179715.2,17971.52
2830,Male,Graphic Designer,High School,1,2,138222.24,13822.224
6610,Female,Data Scientist,PhD,5,3,243117.55,20664.99175
6624,Female,Data Scientist,PhD,4,3,226695.04,19269.0784
2833,Male,IT,PhD,5,1,186274.8,18627.48
6640,Female,Data Scientist,PhD,3,2,193850.02,16477.2517
2835,Male,IT,PhD,3,5,248366.4,24836.64
2836,Male,IT,Masters,5,4,248366.4,24836.64
2837,Male,IT,PhD,3,2,192483.96,19248.396
2838,Male,Warehouse Associate,High School,3,1,138132.27,13813.227
2839,Male,IT,PhD,5,4,279412.2,27941.22
2840,Male,Warehouse Associate,High School,1,2,136791.18,13679.118
6666,Female,Data Scientist,PhD,5,3,243117.55,20664.99175
6669,Female,Data Scientist,PhD,2,3,193850.02,16477.2517
2843,Male,Manager,Masters,3,2,212076.68,21207.668
2844,Male,Financial Analyst,Masters,4,2,181275.6,18127.56
2845,Male,Software Engineer,College,1,3,170087.6,17008.76
2846,Male,Marketing Associate,High School,1,2,131549.4,13154.94
2847,Male,Warehouse Associate,High School,2,1,136791.18,13679.118
2848,Male,IT,PhD,2,1,167647.32,16764.732
6678,Female,Data Scientist,PhD,3,3,210272.53,17873.16505
2850,Male,Graphic Designer,College,4,3,168034.88,16803.488
2851,Male,Software Engineer,PhD,4,3,237480.8,23748.08
2852,Male,Marketing Associate,High School,5,2,141867,14186.7
2853,Male,Marketing Associate,College,1,1,131549.4,13154.94
6686,Female,Data Scientist,PhD,4,1,182901.68,15546.6428
2855,Male,Manager,PhD,3,2,222860.24,22286.024
6692,Female,Data Scientist,PhD,1,1,166479.17,14150.72945
2857,Male,IT,PhD,2,5,217320.6,21732.06
6702,Female,Data Scientist,PhD,5,1,188375.85,16011.94725
2859,Male,Graphic Designer,High School,1,1,136867.12,13686.712
2860,Male,IT,PhD,5,2,217320.6,21732.06
2861,Male,Financial Analyst,College,1,3,154961.4,15496.14
6708,Female,Data Scientist,PhD,1,3,177427.51,15081.33835
6715,Female,Data Scientist,PhD,5,3,243117.55,20664.99175
2864,Male,Marketing Associate,High School,1,1,130259.7,13025.97
2865,Male,Manager,Masters,2,3,212076.68,21207.668
6730,Female,Data Scientist,PhD,5,2,215746.7,18338.4695
2867,Male,Warehouse Associate,High School,2,1,136791.18,13679.118
2868,Male,Driver,High School,3,2,143927.86,14392.786
2869,Male,IT,Masters,2,2,173856.48,17385.648
6757,Female,Data Scientist,PhD,5,1,188375.85,16011.94725
2871,Male,IT,Masters,5,4,248366.4,24836.64
2872,Male,Marketing Associate,High School,3,1,132839.1,13283.91
2873,Male,Driver,High School,3,1,139854.43,13985.443
2874,Male,Warehouse Associate,College,5,3,174341.7,17434.17
2875,Male,Software Engineer,College,3,3,189342.8,18934.28
2876,Male,Warehouse Associate,High School,5,1,140814.45,14081.445
2877,Male,Sales Associate,High School,1,1,143930.05,14393.005
2878,Male,Marketing Associate,High School,2,2,134128.8,13412.88
2879,Male,Driver,High School,4,2,146643.48,14664.348
2880,Male,IT,PhD,4,4,254575.56,25457.556
2881,Male,IT,PhD,3,5,248366.4,24836.64
2882,Male,Sales Associate,High School,3,2,151055.3,15105.53
2883,Male,Manager,Masters,3,5,260602.7,26060.27
2884,Male,Financial Analyst,College,5,3,190047,19004.7
2885,Male,Manager,PhD,1,1,186915.04,18691.504
2886,Male,Manager,PhD,5,4,323506.8,32350.68
2887,Male,Manager,PhD,4,2,237238.32,23723.832
2888,Male,IT,Masters,1,3,169199.61,16919.961
2889,Male,IT,College,1,3,164542.74,16454.274
2890,Male,Sales Associate,High School,5,1,149630.25,14963.025
2891,Male,Financial Analyst,Masters,4,1,163732.8,16373.28
6762,Female,Data Scientist,PhD,5,1,188375.85,16011.94725
2893,Male,IT,College,5,3,201797.7,20179.77
2894,Male,Graphic Designer,High School,2,1,138222.24,13822.224
2895,Male,Manager,Masters,1,2,190509.56,19050.956
6763,Female,Data Scientist,PhD,3,2,193850.02,16477.2517
2897,Male,Warehouse Associate,College,1,1,136791.18,13679.118
2898,Male,IT,Masters,3,4,211111.44,21111.144
2899,Male,Marketing Associate,High School,2,1,131549.4,13154.94
2900,Male,Driver,High School,3,2,143927.86,14392.786
2901,Male,Graphic Designer,High School,1,1,136867.12,13686.712
2902,Male,Manager,PhD,3,5,287561.6,28756.16
2903,Male,Software Engineer,Masters,2,2,179715.2,17971.52
2904,Male,Warehouse Associate,High School,1,2,136791.18,13679.118
2905,Male,Manager,College,3,1,190509.56,19050.956
2906,Male,Warehouse Associate,High School,1,2,136791.18,13679.118
2907,Male,Software Engineer,Masters,3,2,189342.8,18934.28
2908,Male,Sales Associate,High School,2,1,145355.1,14535.51
6780,Female,Data Scientist,PhD,1,2,171953.34,14616.0339
2910,Male,Manager,Masters,4,3,244427.36,24442.736
2911,Male,Software Engineer,College,3,1,170087.6,17008.76
2912,Male,Software Engineer,Masters,1,5,184529,18452.9
6793,Female,Data Scientist,PhD,2,3,193850.02,16477.2517
2914,Male,IT,College,2,2,167647.32,16764.732
2915,Male,Driver,High School,3,2,143927.86,14392.786
6816,Female,Data Scientist,PhD,2,2,182901.68,15546.6428
2917,Male,Financial Analyst,Masters,1,1,150575.7,15057.57
2918,Male,Financial Analyst,Masters,2,5,190047,19004.7
2919,Male,IT,College,5,3,201797.7,20179.77
2920,Male,Software Engineer,Masters,4,1,179715.2,17971.52
2921,Male,Manager,PhD,4,3,265994.48,26599.448
2922,Male,Software Engineer,PhD,4,4,263154.4,26315.44
2923,Male,Sales Associate,College,1,3,151055.3,15105.53
2924,Male,Warehouse Associate,High School,4,1,139473.36,13947.336
2925,Male,Manager,Masters,3,2,212076.68,21207.668
2926,Male,Graphic Designer,College,4,3,168034.88,16803.488
6841,Female,Data Scientist,PhD,2,3,193850.02,16477.2517
6874,Female,Data Scientist,PhD,4,3,226695.04,19269.0784
6889,Female,Data Scientist,PhD,4,3,226695.04,19269.0784
6891,Female,Data Scientist,PhD,4,3,226695.04,19269.0784
2931,Male,Graphic Designer,College,1,3,143642.72,14364.272
2932,Male,Software Engineer,College,5,3,208598,20859.8
2933,Male,Graphic Designer,College,3,2,151773.44,15177.344
2934,Male,Driver,High School,2,2,141212.24,14121.224
2935,Male,Manager,PhD,2,2,208482.16,20848.216
2936,Male,Software Engineer,PhD,1,2,173296.8,17329.68
2937,Male,Graphic Designer,College,2,2,146352.96,14635.296
2938,Male,Marketing Associate,High School,2,1,131549.4,13154.94
6921,Female,Data Scientist,PhD,2,3,193850.02,16477.2517
2940,Male,Marketing Associate,High School,3,1,132839.1,13283.91
2941,Male,IT,PhD,3,4,229738.92,22973.892
2942,Male,IT,PhD,5,2,217320.6,21732.06
2943,Male,Driver,High School,4,2,146643.48,14664.348
6929,Female,Data Scientist,PhD,4,3,226695.04,19269.0784
2945,Male,Warehouse Associate,College,1,1,136791.18,13679.118
2946,Male,Financial Analyst,Masters,3,4,198818.4,19881.84
6933,Female,Data Scientist,PhD,1,2,171953.34,14616.0339
2948,Male,Manager,PhD,1,2,194104.08,19410.408
2949,Male,IT,College,1,1,158333.58,15833.358
2950,Male,Warehouse Associate,High School,3,2,142155.54,14215.554
2951,Male,Financial Analyst,Masters,3,1,159347.1,15934.71
2952,Male,Warehouse Associate,High School,1,2,136791.18,13679.118
2953,Male,Software Engineer,PhD,2,4,211807.2,21180.72
2954,Male,Graphic Designer,High School,3,2,143642.72,14364.272
2955,Male,Financial Analyst,College,3,3,172504.2,17250.42
2956,Male,Warehouse Associate,College,2,3,150202.08,15020.208
2957,Male,Warehouse Associate,College,4,3,166295.16,16629.516
2958,Male,Sales Associate,College,3,3,168155.9,16815.59
6937,Female,Data Scientist,PhD,3,2,193850.02,16477.2517
2960,Male,Software Engineer,PhD,2,3,198970.4,19897.04
2961,Male,Manager,Masters,2,2,201293.12,20129.312
2962,Male,Driver,High School,5,1,142570.05,14257.005
2963,Male,IT,College,2,2,167647.32,16764.732
2964,Male,Marketing Associate,High School,4,2,139287.6,13928.76
2965,Male,Driver,High School,5,2,149359.1,14935.91
2966,Male,Manager,Masters,3,2,212076.68,21207.668
2967,Male,IT,PhD,3,4,229738.92,22973.892
2968,Male,Warehouse Associate,College,5,3,174341.7,17434.17
2969,Male,IT,PhD,2,5,217320.6,21732.06
2970,Male,Financial Analyst,College,3,2,163732.8,16373.28
2971,Male,Sales Associate,College,2,3,159605.6,15960.56
2972,Male,Sales Associate,College,2,3,159605.6,15960.56
2973,Male,Driver,High School,5,1,142570.05,14257.005
2974,Male,Sales Associate,College,4,2,165305.8,16530.58
2975,Male,IT,PhD,1,5,186274.8,18627.48
6966,Female,Data Scientist,PhD,4,1,182901.68,15546.6428
6976,Female,Data Scientist,PhD,2,2,182901.68,15546.6428
6996,Female,Data Scientist,PhD,4,2,204798.36,17407.8606
2979,Male,Financial Analyst,Masters,5,5,255832.5,25583.25
2980,Male,IT,PhD,2,5,217320.6,21732.06
2981,Male,Manager,Masters,1,1,185117.78,18511.778
2982,Male,Graphic Designer,College,3,3,159904.16,15990.416
2983,Male,Software Engineer,PhD,3,3,218225.6,21822.56
2984,Male,Manager,College,2,1,186915.04,18691.504
2985,Male,IT,Masters,5,4,248366.4,24836.64
2986,Male,Graphic Designer,College,3,3,159904.16,15990.416
2987,Male,Financial Analyst,College,4,3,181275.6,18127.56
2988,Male,Manager,PhD,4,5,323506.8,32350.68
2989,Male,Sales Associate,High School,3,1,146780.15,14678.015
2990,Male,Sales Associate,High School,2,2,148205.2,14820.52
2991,Male,Manager,Masters,1,5,206684.9,20668.49
2992,Male,Manager,College,3,3,212076.68,21207.668
7019,Male,Data Scientist,PhD,2,2,186765.8,18676.58
2994,Male,Marketing Associate,High School,4,1,134128.8,13412.88
2995,Male,Financial Analyst,College,3,3,172504.2,17250.42
2996,Male,Sales Associate,High School,4,2,153905.4,15390.54
7029,Male,Data Scientist,PhD,5,3,257608,25760.8
2998,Male,Marketing Associate,High School,3,1,132839.1,13283.91
2999,Male,Manager,PhD,2,1,194104.08,19410.408
